filepath,class_name,duration_sec,sample_rate,channels,filesize_bytes
fa_him\clip_145.wav,fa_him,1.0,48000,2,192044
fa_him\clip_146.wav,fa_him,1.0,48000,2,192044
fa_him\clip_147.wav,fa_him,1.0,48000,2,192044
fa_him\clip_148.wav,fa_him,1.0,48000,2,192044
fa_him\clip_149.wav,fa_him,1.0,48000,2,192044
fa_him\clip_150.wav,fa_him,1.0,48000,2,192044
fa_him\clip_151.wav,fa_him,1.0,48000,2,192044
fa_him\clip_152.wav,fa_him,1.0,48000,2,192044
fa_him\clip_153.wav,fa_him,1.0,48000,2,192044
fa_him\clip_154.wav,fa_him,1.0,48000,2,192044
fa_him\clip_155.wav,fa_him,1.0,48000,2,192044
fa_him\clip_156.wav,fa_him,1.0,48000,2,192044
fa_him\clip_157.wav,fa_him,1.0,48000,2,192044
fa_him\clip_158.wav,fa_him,1.0,48000,2,192044
fa_him\clip_159.wav,fa_him,1.0,48000,2,192044
fa_him\clip_160.wav,fa_him,1.0,48000,2,192044
fa_him\clip_161.wav,fa_him,1.0,48000,2,192044
fa_him\clip_162.wav,fa_him,1.0,48000,2,192044
fa_him\clip_163.wav,fa_him,1.0,48000,2,192044
fa_him\clip_164.wav,fa_him,1.0,48000,2,192044
fa_him\clip_165.wav,fa_him,1.0,48000,2,192044
fa_him\clip_166.wav,fa_him,1.0,48000,2,192044
fa_him\clip_167.wav,fa_him,1.0,48000,2,192044
fa_him\clip_168.wav,fa_him,1.0,48000,2,192044
fa_him\clip_169.wav,fa_him,1.0,48000,2,192044
fa_him\clip_170.wav,fa_him,1.0,48000,2,192044
fa_him\clip_171.wav,fa_him,1.0,48000,2,192044
fa_him\clip_172.wav,fa_him,1.0,48000,2,192044
fa_him\clip_173.wav,fa_him,1.0,48000,2,192044
fa_him\clip_174.wav,fa_him,1.0,48000,2,192044
fa_him\clip_175.wav,fa_him,1.0,48000,2,192044
fa_him\clip_176.wav,fa_him,1.0,48000,2,192044
fa_him\clip_177.wav,fa_him,1.0,48000,2,192044
fa_him\clip_178.wav,fa_him,1.0,48000,2,192044
fa_him\clip_179.wav,fa_him,1.0,48000,2,192044
fa_him\clip_180.wav,fa_him,1.0,48000,2,192044
fa_him\clip_181.wav,fa_him,1.0,48000,2,192044
fa_him\clip_182.wav,fa_him,1.0,48000,2,192044
fa_him\clip_183.wav,fa_him,1.0,48000,2,192044
fa_him\clip_184.wav,fa_him,1.0,48000,2,192044
fa_him\clip_185.wav,fa_him,1.0,48000,2,192044
fa_him\clip_186.wav,fa_him,1.0,48000,2,192044
fa_him\clip_187.wav,fa_him,1.0,48000,2,192044
fa_him\clip_188.wav,fa_him,1.0,48000,2,192044
fa_him\clip_189.wav,fa_him,1.0,48000,2,192044
fa_him\clip_190.wav,fa_him,1.0,48000,2,192044
fa_him\clip_191.wav,fa_him,1.0,48000,2,192044
fa_him\clip_192.wav,fa_him,1.0,48000,2,192044
fa_him\clip_193.wav,fa_him,1.0,48000,2,192044
fa_him\clip_194.wav,fa_him,1.0,48000,2,192044
fa_him\clip_195.wav,fa_him,1.0,48000,2,192044
fa_him\clip_196.wav,fa_him,1.0,48000,2,192044
fa_him\clip_197.wav,fa_him,1.0,48000,2,192044
fa_him\clip_198.wav,fa_him,1.0,48000,2,192044
fa_him\clip_199.wav,fa_him,1.0,48000,2,192044
fa_him\clip_200.wav,fa_him,1.0,48000,2,192044
fa_him\clip_201.wav,fa_him,1.0,48000,2,192044
fa_him\clip_202.wav,fa_him,1.0,48000,2,192044
fa_him\clip_203.wav,fa_him,1.0,48000,2,192044
fa_him\clip_204.wav,fa_him,1.0,48000,2,192044
fa_him\clip_205.wav,fa_him,1.0,48000,2,192044
fa_him\clip_206.wav,fa_him,1.0,48000,2,192044
fa_him\clip_207.wav,fa_him,1.0,48000,2,192044
fa_him\clip_208.wav,fa_him,1.0,48000,2,192044
fa_him\clip_209.wav,fa_him,1.0,48000,2,192044
fa_him\clip_210.wav,fa_him,1.0,48000,2,192044
fa_him\clip_211.wav,fa_him,1.0,48000,2,192044
fa_him\clip_212.wav,fa_him,1.0,48000,2,192044
fa_him\clip_213.wav,fa_him,1.0,48000,2,192044
fa_him\clip_214.wav,fa_him,1.0,48000,2,192044
fa_him\clip_215.wav,fa_him,1.0,48000,2,192044
fa_him\clip_216.wav,fa_him,1.0,48000,2,192044
fa_him\clip_217.wav,fa_him,1.0,48000,2,192044
fa_him\clip_218.wav,fa_him,1.0,48000,2,192044
fa_him\clip_219.wav,fa_him,1.0,48000,2,192044
fa_him\clip_220.wav,fa_him,1.0,48000,2,192044
fa_him\clip_221.wav,fa_him,1.0,48000,2,192044
fa_him\clip_222.wav,fa_him,1.0,48000,2,192044
fa_him\clip_223.wav,fa_him,1.0,48000,2,192044
fa_him\clip_224.wav,fa_him,1.0,48000,2,192044
fa_him\clip_225.wav,fa_him,1.0,48000,2,192044
fa_him\clip_226.wav,fa_him,1.0,48000,2,192044
fa_him\clip_227.wav,fa_him,1.0,48000,2,192044
fa_him\clip_228.wav,fa_him,1.0,48000,2,192044
fa_him\clip_229.wav,fa_him,1.0,48000,2,192044
fa_him\clip_230.wav,fa_him,1.0,48000,2,192044
fa_him\clip_231.wav,fa_him,1.0,48000,2,192044
fa_him\clip_232.wav,fa_him,1.0,48000,2,192044
fa_him\clip_233.wav,fa_him,1.0,48000,2,192044
fa_him\clip_234.wav,fa_him,1.0,48000,2,192044
fa_him\clip_235.wav,fa_him,1.0,48000,2,192044
fa_him\clip_236.wav,fa_him,1.0,48000,2,192044
fa_him\clip_237.wav,fa_him,1.0,48000,2,192044
fa_him\clip_238.wav,fa_him,1.0,48000,2,192044
fa_him\clip_239.wav,fa_him,1.0,48000,2,192044
fa_him\clip_240.wav,fa_him,1.0,48000,2,192044
fa_him\clip_241.wav,fa_him,1.0,48000,2,192044
fa_him\clip_242.wav,fa_him,1.0,48000,2,192044
fa_him\clip_243.wav,fa_him,1.0,48000,2,192044
fa_him\clip_244.wav,fa_him,1.0,48000,2,192044
fa_him\clip_245.wav,fa_him,1.0,48000,2,192044
fa_him\clip_246.wav,fa_him,1.0,48000,2,192044
fa_him\clip_247.wav,fa_him,1.0,48000,2,192044
fa_him\clip_248.wav,fa_him,1.0,48000,2,192044
fa_him\clip_249.wav,fa_him,1.0,48000,2,192044
fa_him\clip_250.wav,fa_him,1.0,48000,2,192044
fa_him\clip_251.wav,fa_him,1.0,48000,2,192044
fa_him\clip_252.wav,fa_him,1.0,48000,2,192044
fa_him\clip_253.wav,fa_him,1.0,48000,2,192044
fa_him\clip_254.wav,fa_him,1.0,48000,2,192044
fa_him\clip_255.wav,fa_him,1.0,48000,2,192044
fa_him\clip_256.wav,fa_him,1.0,48000,2,192044
fa_him\clip_257.wav,fa_him,1.0,48000,2,192044
fa_him\clip_258.wav,fa_him,1.0,48000,2,192044
fa_him\clip_259.wav,fa_him,1.0,48000,2,192044
fa_him\clip_260.wav,fa_him,1.0,48000,2,192044
fa_him\clip_261.wav,fa_him,1.0,48000,2,192044
fa_him\clip_262.wav,fa_him,1.0,48000,2,192044
fa_him\clip_263.wav,fa_him,1.0,48000,2,192044
fa_him\clip_264.wav,fa_him,1.0,48000,2,192044
fa_him\clip_265.wav,fa_him,1.0,48000,2,192044
fa_him\clip_266.wav,fa_him,1.0,48000,2,192044
fa_him\clip_267.wav,fa_him,1.0,48000,2,192044
fa_him\clip_268.wav,fa_him,1.0,48000,2,192044
fa_him\clip_269.wav,fa_him,1.0,48000,2,192044
fa_him\clip_270.wav,fa_him,1.0,48000,2,192044
fa_him\clip_271.wav,fa_him,1.0,48000,2,192044
fa_him\clip_272.wav,fa_him,1.0,48000,2,192044
fa_him\clip_273.wav,fa_him,1.0,48000,2,192044
fa_him\clip_274.wav,fa_him,1.0,48000,2,192044
fa_him\clip_275.wav,fa_him,1.0,48000,2,192044
fa_him\clip_276.wav,fa_him,1.0,48000,2,192044
fa_him\clip_277.wav,fa_him,1.0,48000,2,192044
fa_him\clip_278.wav,fa_him,1.0,48000,2,192044
fa_him\clip_279.wav,fa_him,1.0,48000,2,192044
fa_him\clip_280.wav,fa_him,1.0,48000,2,192044
fa_him\clip_281.wav,fa_him,1.0,48000,2,192044
fa_him\clip_282.wav,fa_him,1.0,48000,2,192044
fa_him\clip_283.wav,fa_him,1.0,48000,2,192044
fa_him\clip_284.wav,fa_him,1.0,48000,2,192044
fa_him\clip_285.wav,fa_him,1.0,48000,2,192044
fa_him\clip_286.wav,fa_him,1.0,48000,2,192044
fa_him\clip_287.wav,fa_him,1.0,48000,2,192044
fa_him\clip_288.wav,fa_him,1.0,48000,2,192044
fa_him\clip_289.wav,fa_him,1.0,48000,2,192044
fa_him\clip_290.wav,fa_him,1.0,48000,2,192044
fa_him\clip_291.wav,fa_him,1.0,48000,2,192044
fa_him\clip_292.wav,fa_him,1.0,48000,2,192044
fa_him\clip_293.wav,fa_him,1.0,48000,2,192044
fa_him\clip_294.wav,fa_him,1.0,48000,2,192044
fa_him\clip_295.wav,fa_him,1.0,48000,2,192044
fa_him\clip_296.wav,fa_him,1.0,48000,2,192044
fa_him\clip_297.wav,fa_him,1.0,48000,2,192044
fa_him\clip_298.wav,fa_him,1.0,48000,2,192044
fa_him\clip_299.wav,fa_him,1.0,48000,2,192044
fa_him\clip_300.wav,fa_him,1.0,48000,2,192044
fa_him\clip_301.wav,fa_him,1.0,48000,2,192044
fa_him\clip_302.wav,fa_him,1.0,48000,2,192044
fa_him\clip_303.wav,fa_him,1.0,48000,2,192044
fa_him\clip_304.wav,fa_him,1.0,48000,2,192044
fa_him\clip_305.wav,fa_him,1.0,48000,2,192044
fa_him\clip_306.wav,fa_him,1.0,48000,2,192044
fa_him\clip_307.wav,fa_him,1.0,48000,2,192044
fa_him\clip_308.wav,fa_him,1.0,48000,2,192044
fa_him\clip_309.wav,fa_him,1.0,48000,2,192044
fa_him\clip_310.wav,fa_him,1.0,48000,2,192044
fa_him\clip_311.wav,fa_him,1.0,48000,2,192044
fa_him\clip_312.wav,fa_him,1.0,48000,2,192044
fa_him\clip_313.wav,fa_him,1.0,48000,2,192044
fa_him\clip_314.wav,fa_him,1.0,48000,2,192044
fa_him\clip_315.wav,fa_him,1.0,48000,2,192044
fa_him\clip_316.wav,fa_him,1.0,48000,2,192044
fa_him\clip_317.wav,fa_him,1.0,48000,2,192044
fa_him\clip_318.wav,fa_him,1.0,48000,2,192044
fa_him\clip_319.wav,fa_him,1.0,48000,2,192044
fa_him\clip_320.wav,fa_him,1.0,48000,2,192044
fa_him\clip_321.wav,fa_him,1.0,48000,2,192044
fa_him\clip_322.wav,fa_him,1.0,48000,2,192044
fa_him\clip_323.wav,fa_him,1.0,48000,2,192044
fa_him\clip_324.wav,fa_him,1.0,48000,2,192044
fa_him\clip_325.wav,fa_him,1.0,48000,2,192044
fa_him\clip_326.wav,fa_him,1.0,48000,2,192044
fa_him\clip_327.wav,fa_him,1.0,48000,2,192044
fa_him\clip_328.wav,fa_him,1.0,48000,2,192044
fa_him\clip_329.wav,fa_him,1.0,48000,2,192044
fa_him\clip_330.wav,fa_him,1.0,48000,2,192044
fa_him\clip_331.wav,fa_him,1.0,48000,2,192044
fa_him\clip_332.wav,fa_him,1.0,48000,2,192044
fa_him\clip_333.wav,fa_him,1.0,48000,2,192044
fa_him\clip_334.wav,fa_him,1.0,48000,2,192044
fa_him\clip_335.wav,fa_him,1.0,48000,2,192044
fa_him\clip_336.wav,fa_him,1.0,48000,2,192044
fa_him\clip_337.wav,fa_him,1.0,48000,2,192044
fa_him\clip_338.wav,fa_him,1.0,48000,2,192044
fa_him\clip_339.wav,fa_him,1.0,48000,2,192044
fa_him\clip_340.wav,fa_him,1.0,48000,2,192044
fa_him\clip_341.wav,fa_him,1.0,48000,2,192044
fa_him\clip_342.wav,fa_him,1.0,48000,2,192044
fa_him\clip_343.wav,fa_him,1.0,48000,2,192044
fa_him\clip_344.wav,fa_him,1.0,48000,2,192044
fa_him\clip_345.wav,fa_him,1.0,48000,2,192044
fa_him\clip_346.wav,fa_him,1.0,48000,2,192044
fa_him\clip_347.wav,fa_him,1.0,48000,2,192044
fa_him\clip_348.wav,fa_him,1.0,48000,2,192044
fa_him\clip_349.wav,fa_him,1.0,48000,2,192044
fa_him\clip_350.wav,fa_him,1.0,48000,2,192044
fa_him\clip_351.wav,fa_him,1.0,48000,2,192044
fa_him\clip_352.wav,fa_him,1.0,48000,2,192044
fa_him\clip_353.wav,fa_him,1.0,48000,2,192044
fa_him\clip_354.wav,fa_him,1.0,48000,2,192044
fa_him\clip_355.wav,fa_him,1.0,48000,2,192044
fa_him\clip_356.wav,fa_him,1.0,48000,2,192044
fa_him\clip_357.wav,fa_him,1.0,48000,2,192044
fa_him\clip_358.wav,fa_him,1.0,48000,2,192044
fa_him\clip_359.wav,fa_him,1.0,48000,2,192044
fa_him\clip_360.wav,fa_him,1.0,48000,2,192044
fa_him\clip_361.wav,fa_him,1.0,48000,2,192044
fa_him\clip_362.wav,fa_him,1.0,48000,2,192044
fa_him\clip_363.wav,fa_him,1.0,48000,2,192044
fa_him\clip_364.wav,fa_him,1.0,48000,2,192044
fa_him\clip_365.wav,fa_him,1.0,48000,2,192044
fa_him\clip_366.wav,fa_him,1.0,48000,2,192044
fa_him\clip_367.wav,fa_him,1.0,48000,2,192044
fa_him\clip_368.wav,fa_him,1.0,48000,2,192044
fa_him\clip_369.wav,fa_him,1.0,48000,2,192044
fa_him\clip_370.wav,fa_him,1.0,48000,2,192044
fa_him\clip_371.wav,fa_him,1.0,48000,2,192044
fa_him\clip_372.wav,fa_him,1.0,48000,2,192044
fa_him\clip_373.wav,fa_him,1.0,48000,2,192044
fa_him\clip_374.wav,fa_him,1.0,48000,2,192044
fa_him\clip_375.wav,fa_him,1.0,48000,2,192044
fa_him\clip_376.wav,fa_him,1.0,48000,2,192044
fa_him\clip_377.wav,fa_him,1.0,48000,2,192044
fa_him\clip_378.wav,fa_him,1.0,48000,2,192044
fa_him\clip_379.wav,fa_him,1.0,48000,2,192044
fa_him\clip_380.wav,fa_him,1.0,48000,2,192044
fa_him\clip_381.wav,fa_him,1.0,48000,2,192044
fa_him\clip_382.wav,fa_him,1.0,48000,2,192044
fa_him\clip_383.wav,fa_him,1.0,48000,2,192044
fa_him\clip_384.wav,fa_him,1.0,48000,2,192044
fa_him\clip_385.wav,fa_him,1.0,48000,2,192044
fa_him\clip_386.wav,fa_him,1.0,48000,2,192044
fa_him\clip_387.wav,fa_him,1.0,48000,2,192044
fa_him\clip_388.wav,fa_him,1.0,48000,2,192044
fa_him\clip_389.wav,fa_him,1.0,48000,2,192044
fa_him\clip_390.wav,fa_him,1.0,48000,2,192044
fa_him\clip_391.wav,fa_him,1.0,48000,2,192044
fa_him\clip_392.wav,fa_him,1.0,48000,2,192044
fa_him\clip_393.wav,fa_him,1.0,48000,2,192044
fa_him\clip_394.wav,fa_him,1.0,48000,2,192044
fa_him\clip_395.wav,fa_him,1.0,48000,2,192044
fa_him\clip_396.wav,fa_him,1.0,48000,2,192044
fa_him\clip_397.wav,fa_him,1.0,48000,2,192044
fa_him\clip_398.wav,fa_him,1.0,48000,2,192044
fa_him\clip_399.wav,fa_him,1.0,48000,2,192044
fa_him\clip_400.wav,fa_him,1.0,48000,2,192044
fa_him\clip_401.wav,fa_him,1.0,48000,2,192044
fa_him\clip_402.wav,fa_him,1.0,48000,2,192044
fa_him\clip_403.wav,fa_him,1.0,48000,2,192044
fa_him\clip_404.wav,fa_him,1.0,48000,2,192044
fa_him\clip_405.wav,fa_him,1.0,48000,2,192044
fa_him\clip_406.wav,fa_him,1.0,48000,2,192044
fa_him\clip_407.wav,fa_him,1.0,48000,2,192044
fa_him\clip_408.wav,fa_him,1.0,48000,2,192044
fa_him\clip_409.wav,fa_him,1.0,48000,2,192044
fa_him\clip_410.wav,fa_him,1.0,48000,2,192044
fa_him\clip_411.wav,fa_him,1.0,48000,2,192044
fa_him\clip_412.wav,fa_him,1.0,48000,2,192044
fa_him\clip_413.wav,fa_him,1.0,48000,2,192044
fa_him\clip_414.wav,fa_him,1.0,48000,2,192044
fa_him\clip_415.wav,fa_him,1.0,48000,2,192044
fa_him\clip_416.wav,fa_him,1.0,48000,2,192044
fa_him\clip_417.wav,fa_him,1.0,48000,2,192044
fa_him\clip_418.wav,fa_him,1.0,48000,2,192044
fa_him\clip_419.wav,fa_him,1.0,48000,2,192044
fa_him\clip_420.wav,fa_him,1.0,48000,2,192044
fa_him\clip_421.wav,fa_him,1.0,48000,2,192044
fa_him\clip_422.wav,fa_him,1.0,48000,2,192044
fa_him\clip_423.wav,fa_him,1.0,48000,2,192044
fa_him\clip_424.wav,fa_him,1.0,48000,2,192044
fa_him\clip_425.wav,fa_him,1.0,48000,2,192044
fa_him\clip_426.wav,fa_him,1.0,48000,2,192044
fa_him\clip_427.wav,fa_him,1.0,48000,2,192044
fa_him\clip_428.wav,fa_him,1.0,48000,2,192044
fa_him\clip_429.wav,fa_him,1.0,48000,2,192044
fa_him\clip_430.wav,fa_him,1.0,48000,2,192044
fa_him\clip_431.wav,fa_him,1.0,48000,2,192044
fa_him\clip_432.wav,fa_him,1.0,48000,2,192044
fa_him\clip_433.wav,fa_him,1.0,48000,2,192044
fa_him\clip_434.wav,fa_him,1.0,48000,2,192044
fa_him\clip_435.wav,fa_him,1.0,48000,2,192044
fa_him\clip_436.wav,fa_him,1.0,48000,2,192044
fa_him\clip_437.wav,fa_him,1.0,48000,2,192044
fa_him\clip_438.wav,fa_him,1.0,48000,2,192044
fa_him\clip_439.wav,fa_him,1.0,48000,2,192044
fa_him\clip_440.wav,fa_him,1.0,48000,2,192044
fa_him\clip_441.wav,fa_him,1.0,48000,2,192044
fa_him\clip_442.wav,fa_him,1.0,48000,2,192044
fa_him\clip_443.wav,fa_him,1.0,48000,2,192044
fa_him\clip_444.wav,fa_him,1.0,48000,2,192044
fa_him\clip_445.wav,fa_him,1.0,48000,2,192044
fa_him\clip_446.wav,fa_him,1.0,48000,2,192044
fa_him\clip_447.wav,fa_him,1.0,48000,2,192044
fa_him\clip_448.wav,fa_him,1.0,48000,2,192044
fa_him\clip_449.wav,fa_him,1.0,48000,2,192044
fa_him\clip_450.wav,fa_him,1.0,48000,2,192044
fa_him\clip_451.wav,fa_him,1.0,48000,2,192044
fa_him\clip_452.wav,fa_him,1.0,48000,2,192044
fa_him\clip_453.wav,fa_him,1.0,48000,2,192044
fa_him\clip_454.wav,fa_him,1.0,48000,2,192044
fa_him\clip_455.wav,fa_him,1.0,48000,2,192044
fa_him\clip_456.wav,fa_him,1.0,48000,2,192044
fa_him\clip_457.wav,fa_him,1.0,48000,2,192044
fa_him\clip_458.wav,fa_him,1.0,48000,2,192044
fa_him\clip_459.wav,fa_him,1.0,48000,2,192044
fa_him\clip_460.wav,fa_him,1.0,48000,2,192044
fa_him\clip_461.wav,fa_him,1.0,48000,2,192044
fa_him\clip_462.wav,fa_him,1.0,48000,2,192044
fa_him\clip_463.wav,fa_him,1.0,48000,2,192044
fa_him\clip_464.wav,fa_him,1.0,48000,2,192044
